what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1392678307442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1392678325181
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392678327516
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1392678351011
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392678351678
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392678390376
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1392678424866
started,bundle,org.eclipse.mylyn.java.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.java.ui",1392678427569
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392678429534
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392678430928
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392678437034
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392678437971
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392678446551
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392678446632
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392678483333
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392678497968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392678504295
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1392678504303
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1392678505088
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392678507047
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1392678550487
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392678551313
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1392678582579
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392678583410
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1392678605138
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392678606471
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392678671281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392678684333
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392678689890
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392678728412
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392678762215
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392678829807
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392678841665
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392678849884
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1392678870168
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392678871217
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392678871635
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392678885345
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392678893944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392678909466
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392678910643
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392678914143
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392678915725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392678916614
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392678917544
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392678923033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392678950350
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392678953582
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392679068883
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679077365
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679122313
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1392679122320
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1392679123031
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1392679129029
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392679130864
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1392679161541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679162065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679166284
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1392679167662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679174172
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679182572
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1392679182578
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1392679183368
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392679183771
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392679192231
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1392679207144
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392679212753
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679231760
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679231901
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392679234867
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392679239715
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392679293587
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392679300807
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679314709
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679320514
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1392679320521
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1392679321055
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392679322062
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392679376043
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1392679382515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392679413709
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1392679423543
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679425867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679426037
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392679471197
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1392679489493
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1392679519423
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392679530792
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1392679534771
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1392679537294
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392679541385
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1392679541942
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1392679543533
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1392679545643
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392679546888
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392679560835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679583834
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679683810
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1392679708329
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392679736099
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679739048
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679739128
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392679740436
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679747969
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679765522
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679772762
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679782104
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1392679782111
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679782876
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679798094
started,bundle,org.eclipse.mylyn.context.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.context.ui",1392679798215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679800452
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679802680
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1392679802717
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1392679802750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679805006
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679805573
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679806684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392679820059
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392679820327
